course_id,competency_id,from_level,to_level,relevance_weight,approval_status,approval_basis,reviewer_id,reviewed_at,mapping_scope,production_approved,source_id,provenance,source_type,created_at,updated_at
CRS-001,COMP-002,2,3,0.8,APPROVED,SIMULATED_TRAINER_REVIEW,MOCK-TRAINER-001,2026-09-06T14:52:00Z,"Supporting spreadsheet skills only. L3 is a demo hypothesis, NOT a published iGOT outcome or award.",0,SRC-MOCK,DERIVED,DERIVED,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
CRS-112,COMP-014,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,Proposed alignment; inspect syllabus and obtain trainer approval before real use.,0,SRC-PROJECT,DERIVED,DERIVED,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
CRS-113,COMP-015,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,Proposed alignment; inspect syllabus and obtain trainer approval before real use.,0,SRC-PROJECT,DERIVED,DERIVED,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
CRS-114,COMP-016,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,Proposed alignment; inspect syllabus and obtain trainer approval before real use.,0,SRC-PROJECT,DERIVED,DERIVED,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
CRS-115,COMP-017,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,Proposed alignment; inspect syllabus and obtain trainer approval before real use.,0,SRC-PROJECT,DERIVED,DERIVED,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
CRS-116,COMP-018,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,Proposed alignment; inspect syllabus and obtain trainer approval before real use.,0,SRC-PROJECT,DERIVED,DERIVED,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
CRS-011,COMP-019,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Labour Statistics. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-011,COMP-010,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Price Statistics. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-012,COMP-020,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Agricultural Statistics. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-013,COMP-021,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for SDG Indicators. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-014,COMP-026,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for R. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-014,COMP-028,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Data Visualization. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-014,COMP-011,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Statistical Computing. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-015,COMP-025,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Python. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-015,COMP-029,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for AI/ML. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-016,COMP-012,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for National Accounts. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-017,COMP-007,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Geospatial Tools. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-117,COMP-027,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for SQL. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-117,COMP-011,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Statistical Computing. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-117,COMP-022,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Data Quality Frameworks. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-118,COMP-030,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Cloud Computing. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-118,COMP-031,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for APIs. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-118,COMP-032,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Cybersecurity. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-119,COMP-022,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Data Quality Frameworks. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-119,COMP-024,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Metadata Standards. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-101,COMP-023,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Survey Design. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-101,COMP-006,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Sampling Frames and UFS. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-101,COMP-004,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Survey Data Collection. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-113,COMP-024,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Metadata Standards. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-108,COMP-022,2,4,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Data Quality Frameworks. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-004,COMP-032,1,2,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Cybersecurity. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-005,COMP-032,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Cybersecurity. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
CRS-007,COMP-022,2,3,0.5,PENDING_REVIEW,PROJECT_PROPOSAL,,,"Proposed supporting alignment for Data Quality Frameworks. Topic or blueprint only; level, coverage and objectives need trainer review. Not a certification or production approval.",0,SRC-EXPANSION,DERIVED,DERIVED,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
